code,description
V5841,encounter for planned postoperative wound closure
V5842,aftercare following surgery for neoplasm
V5843,aftercare following surgery for injury and trauma
V5844,aftercare following organ transplant
V5849,other specified aftercare following surgery
V585,orthodontics aftercare
V5861,longterm current use of anticoagulants
V5862,longterm current use of antibiotics
V5863,longterm current use of antiplateletantithrombotic
V5864,longterm current use of nonsteroidal antiinflammatories nsaid
V5865,longterm current use of steroids
V5866,longterm current use of aspirin
V5867,longterm current use of insulin
V5868,long term current use of bisphosphonates
V5869,longterm current use of other medications
V5871,aftercare following surgery of the sense organs nec
V5872,aftercare following surgery of the nervous system nec
V5873,aftercare following surgery of the circulatory system nec
V5874,aftercare following surgery of the respiratory system nec
V5875,aftercare following surgery of the teeth oral cavity and digestive system nec
V5876,aftercare following surgery of the genitourinary system nec
V5877,aftercare following surgery of the skin and subcutaneous tissue nec
V5878,aftercare following surgery of the musculoskeletal system nec
V5881,fitting and adjustment of vascular catheter
V5882,fitting and adjustment of nonvascular catheter nec
V5883,encounter for therapeutic drug monitoring
V5889,other specified aftercare
V589,unspecified aftercare
V5901,blood donors whole blood
V5902,blood donors stem cells
V5909,other blood donors
V591,skin donors
V592,bone donors
V593,bone marrow donors
V594,kidney donors
V595,cornea donors
V596,liver donors
V5970,egg oocyte ovum donor unspecified
V5971,egg oocyte ovum donor under age 35 anonymous recipient
V5972,egg oocyte ovum donor under age 35 designated recipient
V5973,egg oocyte ovum donor age 35 and over anonymous recipient
V5974,egg oocyte ovum donor age 35 and over designated recipient
V598,donors of other specified organ or tissue
V599,donors of unspecified organ or tissue
V600,lack of housing
V601,inadequate housing
V602,inadequate material resources
V603,person living alone
V604,no other household member able to render care
V605,holiday relief care
V606,person living in residential institution
V6081,foster care status
V6089,other specified housing or economic circumstances
V609,unspecified housing or economic circumstance
V6101,family disruption due to family member on military deployment
V6102,family disruption due to return of family member from military deployment
V6103,family disruption due to divorce or legal separation
V6104,family disruption due to parentchild estrangement
V6105,family disruption due to child in welfare custody
V6106,family disruption due to child in foster care or in care of nonparental family member
V6107,family disruption due to death of family member
V6108,family disruption due to other extended absence of family member
V6109,other family disruption
V6110,counseling for marital and partner problems unspecified
V6111,counseling for victim of spousal and partner abuse
V6112,counseling for perpetrator of spousal and partner abuse
V6120,counseling for parentchild problem unspecified
V6121,counseling for victim of child abuse
V6122,counseling for perpetrator of spousal and partner abuse
V6123,counseling for parentbiological child problem
V6124,counseling for parentadopted child problem
V6125,counseling for parent guardianfoster child problem
V6129,other parentchild problems
V613,problems with aged parents or inlaws
V6141,alcoholism in family
V6142,substance abuse in family
V6149,other health problems within the family
V615,multiparity
V616,illegitimacy or illegitimate pregnancy
V617,other unwanted pregnancy
V618,other specified family circumstances
V619,unspecified family circumstance
V620,unemployment
V621,adverse effects of work environment
V6221,personal current military deployment status
V6222,personal history of return from military deployment
V6229,other occupational circumstances or maladjustment
V623,educational circumstances
V624,social maladjustment
V625,legal circumstances
V626,refusal of treatment for reasons of religion or conscience
V6281,interpersonal problems not elsewhere classified
V6282,bereavement uncomplicated
V6283,counseling for perpetrator of physicalsexual abuse
V6284,suicidal ideation
V6285,homicidal ideation
V6289,other psychological or physical stress not elsewhere classified
V629,unspecified psychosocial circumstance
V630,residence remote from hospital or other health care facility
V631,medical services in home not available
V632,person awaiting admission to adequate facility elsewhere
V638,other specified reasons for unavailability of medical facilities
V639,unspecified reason for unavailability of medical facilities
V6400,vaccination not carried out unspecified reason
V6401,vaccination not carried out because of acute illness
V6402,vaccination not carried out because of chronic illness or condition
V6403,vaccination not carried out because of immune compromised state
V6404,vaccination not carried out because of allergy to vaccine or component
V6405,vaccination not carried out because of caregiver refusal
V6406,vaccination not carried out because of patient refusal
V6407,vaccination not carried out for religious reasons
V6408,vaccination not carried out because patient had disease being vaccinated against
V6409,vaccination not carried out for other reason
V641,surgical or other procedure not carried out because of contraindication
V642,surgical or other procedure not carried out because of patients decision
V643,procedure not carried out for other reasons
V6441,laparoscopic surgical procedure converted to open procedure
V6442,thoracoscopic surgical procedure converted to open procedure
V6443,arthroscopic surgical procedure converted to open procedure
V650,healthy person accompanying sick person
V6511,pediatric prebirth visit for expectant parents
V6519,other person consulting on behalf of another person
V652,person feigning illness
V653,dietary surveillance and counseling
V6540,counseling nos
V6541,exercise counseling
V6542,counseling on substance use and abuse
V6543,counseling on injury prevention
V6544,human immunodeficiency virus hiv counseling
V6545,counseling on other sexually transmitted diseases
V6546,encounter for insulin pump training
V6549,other specified counseling
V655,person with feared complaint in whom no diagnosis was made
V658,other reasons for seeking consultation
V659,unspecified reason for consultation
V660,convalescence following surgery
V661,convalescence following radiotherapy
V662,convalescence following chemotherapy
V663,convalescence following psychotherapy and other treatment for mental disorder
V664,convalescence following treatment of fracture
V665,convalescence following other treatment
V666,convalescence following combined treatment
V667,encounter for palliative care
V669,unspecified convalescence
V6700,followup examination following surgery unspecified
V6701,following surgery followup vaginal pap smear
V6709,followup examination following other surgery
V671,followup examination following radiotherapy
V672,followup examination following chemotherapy
V673,followup examination following psychotherapy and other treatment for mental disorder
V674,followup examination following treatment of healed fracture
V6751,followup examination following completed treatment with highrisk medication not elsewhere classified
V6759,other followup examination
V676,followup examination following combined treatment
V679,unspecified followup examination
V6801,disability examination
V6809,other issue of medical certificates
V681,issue of repeat prescriptions
V682,request for expert evidence
V6881,referral of patient without examination or treatment
V6889,encounters for other specified administrative purpose
V689,encounters for unspecified administrative purpose
V690,lack of physical exercise
V691,inappropriate diet and eating habits
V692,highrisk sexual behavior
V693,gambling and betting
V694,lack of adequate sleep
V695,behavioral insomnia of childhood
V698,other problems related to lifestyle
V699,unspecified problem related to lifestyle
V700,routine general medical examination at a health care facility
V701,general psychiatric examination requested by the authority
V702,general psychiatric examination other and unspecified
V703,other general medical examination for administrative purposes
V704,examination for medicolegal reasons
V705,health examination of defined subpopulations
V706,health examination in population surveys
V707,examination of participant in clinical trial
V708,other specified general medical examinations
V709,unspecified general medical examination
V7101,observation for adult antisocial behavior
V7102,observation for childhood or adolescent antisocial behavior
V7109,observation for other suspected mental condition
V711,observation for suspected malignant neoplasm
V712,observation for suspected tuberculosis
V713,observation following accident at work
V714,observation following other accident
V715,observation following alleged rape or seduction
V716,observation following other inflicted injury
V717,observation for suspected cardiovascular disease
V7181,observation and evaluation for suspected abuse and neglect
V7182,observation and evaluation for suspected exposure to anthrax
V7183,observation and evaluation for suspected exposure to other biological agent
V7189,observation and evaluation for other specified suspected conditions
V719,observation for unspecified suspected condition
V720,examination of eyes and vision
V7211,encounter for hearing examination following failed hearing screening
V7212,encounter for hearing conservation and treatment
V7219,other examination of ears and hearing
V722,dental examination
V7231,routine gynecological examination
V7232,encounter for papanicolaou cervical smear to confirm findings of recent normal smear following initial abnormal smear
V7240,pregnancy examination or test pregnancy unconfirmed
V7241,pregnancy examination or test negative result
V7242,pregnancy examination or test positive result
V725,radiological examination not elsewhere classified
V7260,laboratory examination unspecified
V7261,antibody response examination
V7262,laboratory examination ordered as part of a routine general medical examination
V7263,preprocedural laboratory examination
V7269,other laboratory examination
V727,diagnostic skin and sensitization tests
V7281,preoperative cardiovascular examination
V7282,preoperative respiratory examination
V7283,other specified preoperative examination
V7284,preoperative examination unspecified
V7285,other specified examination
V7286,encounter for blood typing
V729,unspecified examination
V730,screening examination for poliomyelitis
V731,screening examination for smallpox
V732,screening examination for measles
V733,screening examination for rubella
V734,screening examination for yellow fever
V735,screening examination for other arthropodborne viral diseases
V736,screening examination for trachoma
V7381,special screening examination for human papillomavirus hpv
V7388,special screening examination for other specified chlamydial diseases
V7389,special screening examination for other specified viral diseases
V7398,special screening examination for unspecified chlamydial disease
V7399,special screening examination for unspecified viral disease
V740,screening examination for cholera
V741,screening examination for pulmonary tuberculosis
V742,screening examination for leprosy hansens disease
V743,screening examination for diphtheria
V744,screening examination for bacterial conjunctivitis
V745,screening examination for venereal disease
V746,screening examination for yaws
V748,screening examination for other specified bacterial and spirochetal diseases
V749,screening examination for unspecified bacterial and spirochetal diseases
V750,screening examination for rickettsial diseases
V751,screening examination for malaria
V752,screening examination for leishmaniasis
V753,screening examination for trypanosomiasis
V754,screening examination for mycotic infections
V755,screening examination for schistosomiasis
V756,screening examination for filariasis
V757,screening examination for intestinal helminthiasis
V758,screening examination for other specified parasitic infections
V759,screening examination for unspecified infectious disease
V760,special screening for malignant neoplasms of respiratory organs
V7610,breast screening unspecified
V7611,screening mammogram for highrisk patient
V7612,other screening mammogram
V7619,other screening breast examination
V762,screening for malignant neoplasms of cervix
V763,screening for malignant neoplasms of bladder
V7641,screening for malignant neoplasms of rectum
V7642,screening for malignant neoplasms of oral cavity
V7643,screening for malignant neoplasms of skin
V7644,screening for malignant neoplasms of prostate
V7645,screening for malignant neoplasms of testis
V7646,special screening for malignant neoplasms of ovary
V7647,special screening for malignant neoplasms of vagina
V7649,special screening for malignant neoplasms of other sites
V7650,special screening for malignant neoplasms for intestine unspecified
V7651,special screening for malignant neoplasms of colon
V7652,special screening for malignant neoplasms of small intestine
V7681,special screening for malignant neoplasms of nervous system
V7689,special screening for other malignant neoplasms
V769,special screening for unspecified malignant neoplasms
V770,screening for thyroid disorders
V771,screening for diabetes mellitus
V772,screening for malnutrition
V773,screening for phenylketonuria pku
V774,screening for galactosemia
V775,screening for gout
V776,screening for cystic fibrosis
V777,screening for other inborn errors of metabolism
V778,screening for obesity
V7791,screening for lipoid disorders
V7799,screening for other and unspecified endocrine nutritional metabolic and immunity disorders
V780,screening for iron deficiency anemia
V781,screening for other and unspecified deficiency anemia
V782,screening for sicklecell disease or trait
V783,screening for other hemoglobinopathies
V788,screening for other disorders of blood and bloodforming organs
V789,screening for unspecified disorder of blood and bloodforming organs
V790,screening for depression
V791,screening for alcoholism
V792,special screening for intellectual disabilities
V793,screening for developmental handicaps in early childhood
V798,screening for other specified mental disorders and developmental handicaps
V799,screening for unspecified mental disorder and developmental handicap
V8001,special screening for traumatic brain injury
V8009,special screening for other neurological conditions
V801,screening for glaucoma
V802,screening for other eye conditions
V803,screening for ear diseases
V810,screening for ischemic heart disease
V811,screening for hypertension
V812,screening for other and unspecified cardiovascular conditions
V813,screening for chronic bronchitis and emphysema
V814,screening for other and unspecified respiratory conditions
V815,screening for nephropathy
V816,screening for other and unspecified genitourinary conditions
V820,screening for skin conditions
V821,screening for rheumatoid arthritis
V822,screening for other rheumatic disorders
V823,screening for congenital dislocation of hip
V824,maternal postnatal screening for chromosomal anomalies
V825,screening for chemical poisoning and other contamination
V826,multiphasic screening
V8271,screening for genetic disease carrier status
V8279,other genetic screening
V8281,special screening for osteoporosis
V8289,special screening for other specified conditions
V829,screening for unspecified condition
V8301,asymptomatic hemophilia a carrier
V8302,symptomatic hemophilia a carrier
V8381,cystic fibrosis gene carrier
V8389,other genetic carrier status
V8401,genetic susceptibility to malignant neoplasm of breast
V8402,genetic susceptibility to malignant neoplasm of ovary
V8403,genetic susceptibility to malignant neoplasm of prostate
V8404,genetic susceptibility to malignant neoplasm of endometrium
V8409,genetic susceptibility to other malignant neoplasm
V8481,genetic susceptibility to multiple endocrine neoplasia men
V8489,genetic susceptibility to other disease
V850,body mass index less than 19 adult
V851,body mass index between 1924 adult
V8521,body mass index 250259 adult
V8522,body mass index 260269 adult
V8523,body mass index 270279 adult
V8524,body mass index 280289 adult
V8525,body mass index 290299 adult
V8530,body mass index 300309 adult
V8531,body mass index 310319 adult
V8532,body mass index 320329 adult
V8533,body mass index 330339 adult
V8534,body mass index 340349 adult
V8535,body mass index 350359 adult
V8536,body mass index 360369 adult
V8537,body mass index 370379 adult
V8538,body mass index 380389 adult
V8539,body mass index 390399 adult
V8541,body mass index 400449 adult
V8542,body mass index 450499 adult
V8543,body mass index 500599 adult
V8544,body mass index 600699 adult
V8545,body mass index 70 and over adult
V8551,body mass index pediatric less than 5th percentile for age
V8552,body mass index pediatric 5th percentile to less than 85th percentile for age
V8553,body mass index pediatric 85th percentile to less than 95th percentile for age
V8554,body mass index pediatric greater than or equal to 95th percentile for age
V860,estrogen receptor positive status er+
V861,estrogen receptor negative status er
V8701,contact with and suspected exposure to arsenic
V8702,contact with and suspected exposure to uranium
V8709,contact with and suspected exposure to other hazardous metals
V8711,contact with and suspected exposure to aromatic amines
V8712,contact with and suspected exposure to benzene
V8719,contact with and suspected exposure to other hazardous aromatic compounds
V872,contact with and suspected exposure to other potentially hazardous chemicals
V8731,contact with and suspected exposure to mold
V8732,contact with and suspected exposure to algae bloom
V8739,contact with and suspected exposure to other potentially hazardous substances
V8741,personal history of antineoplastic chemotherapy
V8742,personal history of monoclonal drug therapy
V8743,personal history of estrogen therapy
V8744,personal history of inhaled steroid therapy
V8745,personal history of systemic steroid therapy
V8746,personal history of immunosuppressive therapy
V8749,personal history of other drug therapy
V8801,acquired absence of both cervix and uterus
V8802,acquired absence of uterus with remaining cervical stump
V8803,acquired absence of cervix with remaining uterus
V8811,acquired total absence of pancreas
V8812,acquired partial absence of pancreas
V8821,acquired absence of hip joint
V8822,acquired absence of knee joint
V8829,acquired absence of other joint
V8901,suspected problem with amniotic cavity and membrane not found
V8902,suspected placental problem not found
V8903,suspected fetal anomaly not found
V8904,suspected problem with fetal growth not found
V8905,suspected cervical shortening not found
V8909,other suspected maternal and fetal condition not found
V9001,retained depleted uranium fragments
V9009,other retained radioactive fragments
V9010,retained metal fragments unspecified
V9011,retained magnetic metal fragments
V9012,retained nonmagnetic metal fragments
V902,retained plastic fragments
V9031,retained animal quills or spines
V9032,retained tooth
V9033,retained wood fragments
V9039,other retained organic fragments
V9081,retained glass fragments
V9083,retained stone or crystalline fragments
V9089,other specified retained foreign body
V909,retained foreign body unspecified material
V9100,twin gestation unspecified number of placenta unspecified number of amniotic sacs
V9101,twin gestation monochorionicmonoamniotic one placenta one amniotic sac
V9102,twin gestation monochorionicdiamniotic one placenta two amniotic sacs
V9103,twin gestation dichorionicdiamniotic two placentae two amniotic sacs
V9109,twin gestation unable to determine number of placenta and number of amniotic sacs
V9110,triplet gestation unspecified number of placenta and unspecified number of amniotic sacs
V9111,triplet gestation with two or more monochorionic fetuses
V9112,triplet gestation with two or more monoamniotic fetuses
V9119,triplet gestation unable to determine number of placenta and number of amniotic sacs
V9120,quadruplet gestation unspecified number of placenta and unspecified number of amniotic sacs
V9121,quadruplet gestation with two or more monochorionic fetuses
V9122,quadruplet gestation with two or more monoamniotic fetuses
V9129,quadruplet gestation unable to determine number of placenta and number of amniotic sacs
V9190,other specified multiple gestation unspecified number of placenta and unspecified number of amniotic sacs
V9191,other specified multiple gestation with two or more monochorionic fetuses
V9192,other specified multiple gestation with two or more monoamniotic fetuses
V9199,other specified multiple gestation unable to determine number of placenta and number of amniotic sacs
