code,description
Z135,encounter for screening for eye and ear disorders
Z136,encounter for screening for cardiovascular disorders
Z1371,encounter for nonprocreative screening for genetic disease carrier status
Z1379,encounter for other screening for genetic and chromosomal anomalies
Z13810,encounter for screening for upper gastrointestinal disorder
Z13811,encounter for screening for lower gastrointestinal disorder
Z13818,encounter for screening for other digestive system disorders
Z13820,encounter for screening for osteoporosis
Z13828,encounter for screening for other musculoskeletal disorder
Z1383,encounter for screening for respiratory disorder nec
Z1384,encounter for screening for dental disorders
Z13850,encounter for screening for traumatic brain injury
Z13858,encounter for screening for other nervous system disorders
Z1388,encounter for screening for disorder due to exposure to contaminants
Z1389,encounter for screening for other disorder
Z139,encounter for screening unspecified
Z1401,asymptomatic hemophilia a carrier
Z1402,symptomatic hemophilia a carrier
Z141,cystic fibrosis carrier
Z148,genetic carrier of other disease
Z1501,genetic susceptibility to malignant neoplasm of breast
Z1502,genetic susceptibility to malignant neoplasm of ovary
Z1503,genetic susceptibility to malignant neoplasm of prostate
Z1504,genetic susceptibility to malignant neoplasm of endometrium
Z1505,genetic susceptibility to malignant neoplasm of fallopian tubes
Z15060,genetic susceptibility to colorectal cancer
Z15068,genetic susceptibility to other malignant neoplasm of digestive system
Z1507,genetic susceptibility to malignant neoplasm of urinary tract
Z1509,genetic susceptibility to other malignant neoplasm
Z151,genetic susceptibility to epilepsy and neurodevelopmental disorders
Z152,genetic susceptibility to obesity
Z153,genetic susceptibility to kidney disease
Z1581,genetic susceptibility to multiple endocrine neoplasia men
Z1589,genetic susceptibility to other disease
Z1610,resistance to unspecified beta lactam antibiotics
Z1611,resistance to penicillins
Z1612,extended spectrum beta lactamase esbl resistance
Z1613,resistance to carbapenem
Z1619,resistance to other specified beta lactam antibiotics
Z1620,resistance to unspecified antibiotic
Z1621,resistance to vancomycin
Z1622,resistance to vancomycin related antibiotics
Z1623,resistance to quinolones and fluoroquinolones
Z1624,resistance to multiple antibiotics
Z1629,resistance to other single specified antibiotic
Z1630,resistance to unspecified antimicrobial drugs
Z1631,resistance to antiparasitic drugs
Z1632,resistance to antifungal drugs
Z1633,resistance to antiviral drugs
Z16341,resistance to single antimycobacterial drug
Z16342,resistance to multiple antimycobacterial drugs
Z1635,resistance to multiple antimicrobial drugs
Z1639,resistance to other specified antimicrobial drug
Z170,estrogen receptor positive status er+
Z171,estrogen receptor negative status er
Z1721,progesterone receptor positive status
Z1722,progesterone receptor negative status
Z1731,human epidermal growth factor receptor 2 positive status
Z1732,human epidermal growth factor receptor 2 negative status
Z17410,hormone receptor positive with human epidermal growth factor receptor 2 positive status
Z17411,hormone receptor positive with human epidermal growth factor receptor 2 negative status
Z17420,hormone receptor negative with human epidermal growth factor receptor 2 positive status
Z17421,hormone receptor negative with human epidermal growth factor receptor 2 negative status
Z1801,retained depleted uranium fragments
Z1809,other retained radioactive fragments
Z1810,retained metal fragments unspecified
Z1811,retained magnetic metal fragments
Z1812,retained nonmagnetic metal fragments
Z182,retained plastic fragments
Z1831,retained animal quills or spines
Z1832,retained tooth
Z1833,retained wood fragments
Z1839,other retained organic fragments
Z1881,retained glass fragments
Z1883,retained stone or crystalline fragments
Z1889,other specified retained foreign body fragments
Z189,retained foreign body fragments unspecified material
Z191,hormone sensitive malignancy status
Z192,hormone resistant malignancy status
Z2001,contact with and suspected exposure to intestinal infectious diseases due to escherichia coli e coli
Z2009,contact with and suspected exposure to other intestinal infectious diseases
Z201,contact with and suspected exposure to tuberculosis
Z202,contact with and suspected exposure to infections with a predominantly sexual mode of transmission
Z203,contact with and suspected exposure to rabies
Z204,contact with and suspected exposure to rubella
Z205,contact with and suspected exposure to viral hepatitis
Z206,contact with and suspected exposure to human immunodeficiency virus hiv
Z207,contact with and suspected exposure to pediculosis acariasis and other infestations
Z20810,contact with and suspected exposure to anthrax
Z20811,contact with and suspected exposure to meningococcus
Z20818,contact with and suspected exposure to other bacterial communicable diseases
Z20820,contact with and suspected exposure to varicella
Z20821,contact with and suspected exposure to zika virus
Z20822,contact with and suspected exposure to covid19
Z20828,contact with and suspected exposure to other viral communicable diseases
Z2089,contact with and suspected exposure to other communicable diseases
Z209,contact with and suspected exposure to unspecified communicable disease
Z21,asymptomatic human immunodeficiency virus hiv infection status
Z220,carrier of typhoid
Z221,carrier of other intestinal infectious diseases
Z222,carrier of diphtheria
Z2231,carrier of bacterial disease due to meningococci
Z22321,carrier or suspected carrier of methicillin susceptible staphylococcus aureus
Z22322,carrier or suspected carrier of methicillin resistant staphylococcus aureus
Z22330,carrier of group b streptococcus
Z22338,carrier of other streptococcus
Z22340,carrier of carbapenemresistant acinetobacter baumannii
Z22341,carrier of carbapenemsensitive acinetobacter baumannii
Z22349,carrier of acinetobacter baumannii unspecified
Z22350,carrier of carbapenemresistant enterobacterales
Z22358,carrier of other enterobacterales
Z22359,carrier of enterobacterales unspecified
Z2239,carrier of other specified bacterial diseases
Z224,carrier of infections with a predominantly sexual mode of transmission
Z226,carrier of human tlymphotropic virus type1 htlv1 infection
Z227,latent tuberculosis
Z228,carrier of other infectious diseases
Z229,carrier of infectious disease unspecified
Z23,encounter for immunization
Z2801,immunization not carried out because of acute illness of patient
Z2802,immunization not carried out because of chronic illness or condition of patient
Z2803,immunization not carried out because of immune compromised state of patient
Z2804,immunization not carried out because of patient allergy to vaccine or component
Z2809,immunization not carried out because of other contraindication
Z281,immunization not carried out because of patient decision for reasons of belief or group pressure
Z2820,immunization not carried out because of patient decision for unspecified reason
Z2821,immunization not carried out because of patient refusal
Z2829,immunization not carried out because of patient decision for other reason
Z28310,unvaccinated for covid19
Z28311,partially vaccinated for covid19
Z2839,other underimmunization status
Z2881,immunization not carried out due to patient having had the disease
Z2882,immunization not carried out because of caregiver refusal
Z2883,immunization not carried out due to unavailability of vaccine
Z2889,immunization not carried out for other reason
Z289,immunization not carried out for unspecified reason
Z2911,encounter for prophylactic immunotherapy for respiratory syncytial virus rsv
Z2912,encounter for prophylactic antivenin
Z2913,encounter for prophylactic rhod immune globulin
Z2914,encounter for prophylactic rabies immune globin
Z293,encounter for prophylactic fluoride administration
Z2981,encounter for hiv preexposure prophylaxis
Z2989,encounter for other specified prophylactic measures
Z299,encounter for prophylactic measures unspecified
Z30011,encounter for initial prescription of contraceptive pills
Z30012,encounter for prescription of emergency contraception
Z30013,encounter for initial prescription of injectable contraceptive
Z30014,encounter for initial prescription of intrauterine contraceptive device
Z30015,encounter for initial prescription of vaginal ring hormonal contraceptive
Z30016,encounter for initial prescription of transdermal patch hormonal contraceptive device
Z30017,encounter for initial prescription of implantable subdermal contraceptive
Z30018,encounter for initial prescription of other contraceptives
Z30019,encounter for initial prescription of contraceptives unspecified
Z3002,counseling and instruction in natural family planning to avoid pregnancy
Z3009,encounter for other general counseling and advice on contraception
Z302,encounter for sterilization
Z3040,encounter for surveillance of contraceptives unspecified
Z3041,encounter for surveillance of contraceptive pills
Z3042,encounter for surveillance of injectable contraceptive
Z30430,encounter for insertion of intrauterine contraceptive device
Z30431,encounter for routine checking of intrauterine contraceptive device
Z30432,encounter for removal of intrauterine contraceptive device
Z30433,encounter for removal and reinsertion of intrauterine contraceptive device
Z3044,encounter for surveillance of vaginal ring hormonal contraceptive device
Z3045,encounter for surveillance of transdermal patch hormonal contraceptive device
Z3046,encounter for surveillance of implantable subdermal contraceptive
Z3049,encounter for surveillance of other contraceptives
Z308,encounter for other contraceptive management
Z309,encounter for contraceptive management unspecified
Z310,encounter for reversal of previous sterilization
Z3141,encounter for fertility testing
Z3142,aftercare following sterilization reversal
Z31430,encounter of female for testing for genetic disease carrier status for procreative management
Z31438,encounter for other genetic testing of female for procreative management
Z31440,encounter of male for testing for genetic disease carrier status for procreative management
Z31441,encounter for testing of male partner of patient with recurrent pregnancy loss
Z31448,encounter for other genetic testing of male for procreative management
Z3149,encounter for other procreative investigation and testing
Z315,encounter for procreative genetic counseling
Z3161,procreative counseling and advice using natural family planning
Z3162,encounter for fertility preservation counseling
Z3169,encounter for other general counseling and advice on procreation
Z317,encounter for procreative management and counseling for gestational carrier
Z3181,encounter for male factor infertility in female patient
Z3182,encounter for rh incompatibility status
Z3183,encounter for assisted reproductive fertility procedure cycle
Z3184,encounter for fertility preservation procedure
Z3189,encounter for other procreative management
Z319,encounter for procreative management unspecified
Z3200,encounter for pregnancy test result unknown
Z3201,encounter for pregnancy test result positive
Z3202,encounter for pregnancy test result negative
Z322,encounter for childbirth instruction
Z323,encounter for childcare instruction
Z331,pregnant state incidental
Z332,encounter for elective termination of pregnancy
Z333,pregnant state gestational carrier
Z3400,encounter for supervision of normal first pregnancy unspecified trimester
Z3401,encounter for supervision of normal first pregnancy first trimester
Z3402,encounter for supervision of normal first pregnancy second trimester
Z3403,encounter for supervision of normal first pregnancy third trimester
Z3480,encounter for supervision of other normal pregnancy unspecified trimester
Z3481,encounter for supervision of other normal pregnancy first trimester
Z3482,encounter for supervision of other normal pregnancy second trimester
Z3483,encounter for supervision of other normal pregnancy third trimester
Z3490,encounter for supervision of normal pregnancy unspecified unspecified trimester
Z3491,encounter for supervision of normal pregnancy unspecified first trimester
Z3492,encounter for supervision of normal pregnancy unspecified second trimester
Z3493,encounter for supervision of normal pregnancy unspecified third trimester
Z360,encounter for antenatal screening for chromosomal anomalies
Z361,encounter for antenatal screening for raised alphafetoprotein level
Z362,encounter for other antenatal screening followup
Z363,encounter for antenatal screening for malformations
Z364,encounter for antenatal screening for fetal growth retardation
Z365,encounter for antenatal screening for isoimmunization
Z3681,encounter for antenatal screening for hydrops fetalis
Z3682,encounter for antenatal screening for nuchal translucency
Z3683,encounter for fetal screening for congenital cardiac abnormalities
Z3684,encounter for antenatal screening for fetal lung maturity
Z3685,encounter for antenatal screening for streptococcus b
Z3686,encounter for antenatal screening for cervical length
Z3687,encounter for antenatal screening for uncertain dates
Z3688,encounter for antenatal screening for fetal macrosomia
Z3689,encounter for other specified antenatal screening
Z368A,encounter for antenatal screening for other genetic defects
Z369,encounter for antenatal screening unspecified
Z3A00,weeks of gestation of pregnancy not specified
Z3A01,less than 8 weeks gestation of pregnancy
Z3A08,8 weeks gestation of pregnancy
Z3A09,9 weeks gestation of pregnancy
Z3A10,10 weeks gestation of pregnancy
Z3A11,11 weeks gestation of pregnancy
Z3A12,12 weeks gestation of pregnancy
Z3A13,13 weeks gestation of pregnancy
Z3A14,14 weeks gestation of pregnancy
Z3A15,15 weeks gestation of pregnancy
Z3A16,16 weeks gestation of pregnancy
Z3A17,17 weeks gestation of pregnancy
Z3A18,18 weeks gestation of pregnancy
Z3A19,19 weeks gestation of pregnancy
Z3A20,20 weeks gestation of pregnancy
Z3A21,21 weeks gestation of pregnancy
Z3A22,22 weeks gestation of pregnancy
Z3A23,23 weeks gestation of pregnancy
Z3A24,24 weeks gestation of pregnancy
Z3A25,25 weeks gestation of pregnancy
Z3A26,26 weeks gestation of pregnancy
Z3A27,27 weeks gestation of pregnancy
Z3A28,28 weeks gestation of pregnancy
Z3A29,29 weeks gestation of pregnancy
Z3A30,30 weeks gestation of pregnancy
Z3A31,31 weeks gestation of pregnancy
Z3A32,32 weeks gestation of pregnancy
Z3A33,33 weeks gestation of pregnancy
Z3A34,34 weeks gestation of pregnancy
Z3A35,35 weeks gestation of pregnancy
Z3A36,36 weeks gestation of pregnancy
Z3A37,37 weeks gestation of pregnancy
Z3A38,38 weeks gestation of pregnancy
Z3A39,39 weeks gestation of pregnancy
Z3A40,40 weeks gestation of pregnancy
Z3A41,41 weeks gestation of pregnancy
Z3A42,42 weeks gestation of pregnancy
Z3A49,greater than 42 weeks gestation of pregnancy
Z370,single live birth
Z371,single stillbirth
Z372,twins both liveborn
Z373,twins one liveborn and one stillborn
Z374,twins both stillborn
Z3750,multiple births unspecified all liveborn
Z3751,triplets all liveborn
Z3752,quadruplets all liveborn
Z3753,quintuplets all liveborn
Z3754,sextuplets all liveborn
Z3759,other multiple births all liveborn
Z3760,multiple births unspecified some liveborn
Z3761,triplets some liveborn
Z3762,quadruplets some liveborn
Z3763,quintuplets some liveborn
Z3764,sextuplets some liveborn
Z3769,other multiple births some liveborn
Z377,other multiple births all stillborn
Z379,outcome of delivery unspecified
Z3800,single liveborn infant delivered vaginally
Z3801,single liveborn infant delivered by cesarean
Z381,single liveborn infant born outside hospital
Z382,single liveborn infant unspecified as to place of birth
Z3830,twin liveborn infant delivered vaginally
Z3831,twin liveborn infant delivered by cesarean
Z384,twin liveborn infant born outside hospital
Z385,twin liveborn infant unspecified as to place of birth
Z3861,triplet liveborn infant delivered vaginally
Z3862,triplet liveborn infant delivered by cesarean
Z3863,quadruplet liveborn infant delivered vaginally
Z3864,quadruplet liveborn infant delivered by cesarean
Z3865,quintuplet liveborn infant delivered vaginally
Z3866,quintuplet liveborn infant delivered by cesarean
Z3868,other multiple liveborn infant delivered vaginally
Z3869,other multiple liveborn infant delivered by cesarean
Z387,other multiple liveborn infant born outside hospital
Z388,other multiple liveborn infant unspecified as to place of birth
Z390,encounter for care and examination of mother immediately after delivery
Z391,encounter for care and examination of lactating mother
Z392,encounter for routine postpartum followup
Z4000,encounter for prophylactic removal of unspecified organ
Z4001,encounter for prophylactic removal of breast
Z4002,encounter for prophylactic removal of ovarys
Z4003,encounter for prophylactic removal of fallopian tubes
Z4009,encounter for prophylactic removal of other organ
Z4081,encounter for prophylactic surgery for removal of ovarys for persons without known geneticfamilial risk factors
Z4082,encounter for prophylactic surgery for removal of fallopian tubes for persons without known geneticfamilial risk factors
Z4089,encounter for other prophylactic surgery
Z409,encounter for prophylactic surgery unspecified
Z411,encounter for cosmetic surgery
Z412,encounter for routine and ritual male circumcision
Z413,encounter for ear piercing
Z418,encounter for other procedures for purposes other than remedying health state
Z419,encounter for procedure for purposes other than remedying health state unspecified
Z421,encounter for breast reconstruction following mastectomy
Z428,encounter for other plastic and reconstructive surgery following medical procedure or healed injury
Z430,encounter for attention to tracheostomy
Z431,encounter for attention to gastrostomy
Z432,encounter for attention to ileostomy
Z433,encounter for attention to colostomy
Z434,encounter for attention to other artificial openings of digestive tract
Z435,encounter for attention to cystostomy
Z436,encounter for attention to other artificial openings of urinary tract
Z437,encounter for attention to artificial vagina
Z438,encounter for attention to other artificial openings
Z439,encounter for attention to unspecified artificial opening
Z44001,encounter for fitting and adjustment of unspecified right artificial arm
Z44002,encounter for fitting and adjustment of unspecified left artificial arm
Z44009,encounter for fitting and adjustment of unspecified artificial arm unspecified arm
Z44011,encounter for fitting and adjustment of complete right artificial arm
Z44012,encounter for fitting and adjustment of complete left artificial arm
Z44019,encounter for fitting and adjustment of complete artificial arm unspecified arm
Z44021,encounter for fitting and adjustment of partial artificial right arm
Z44022,encounter for fitting and adjustment of partial artificial left arm
Z44029,encounter for fitting and adjustment of partial artificial arm unspecified arm
Z44101,encounter for fitting and adjustment of unspecified right artificial leg
Z44102,encounter for fitting and adjustment of unspecified left artificial leg
Z44109,encounter for fitting and adjustment of unspecified artificial leg unspecified leg
Z44111,encounter for fitting and adjustment of complete right artificial leg
Z44112,encounter for fitting and adjustment of complete left artificial leg
Z44119,encounter for fitting and adjustment of complete artificial leg unspecified leg
Z44121,encounter for fitting and adjustment of partial artificial right leg
Z44122,encounter for fitting and adjustment of partial artificial left leg
Z44129,encounter for fitting and adjustment of partial artificial leg unspecified leg
Z4420,encounter for fitting and adjustment of artificial eye unspecified
Z4421,encounter for fitting and adjustment of artificial right eye
Z4422,encounter for fitting and adjustment of artificial left eye
Z4430,encounter for fitting and adjustment of external breast prosthesis unspecified breast
Z4431,encounter for fitting and adjustment of external right breast prosthesis
Z4432,encounter for fitting and adjustment of external left breast prosthesis
Z448,encounter for fitting and adjustment of other external prosthetic devices
Z449,encounter for fitting and adjustment of unspecified external prosthetic device
Z45010,encounter for checking and testing of cardiac pacemaker pulse generator battery
Z45018,encounter for adjustment and management of other part of cardiac pacemaker
Z4502,encounter for adjustment and management of automatic implantable cardiac defibrillator
Z4509,encounter for adjustment and management of other cardiac device
Z451,encounter for adjustment and management of infusion pump
Z452,encounter for adjustment and management of vascular access device
Z4531,encounter for adjustment and management of implanted visual substitution device
Z45320,encounter for adjustment and management of bone conduction device
Z45321,encounter for adjustment and management of cochlear device
Z45328,encounter for adjustment and management of other implanted hearing device
Z4541,encounter for adjustment and management of cerebrospinal fluid drainage device
Z4542,encounter for adjustment and management of neurostimulator
Z4549,encounter for adjustment and management of other implanted nervous system device
Z45811,encounter for adjustment or removal of right breast implant
Z45812,encounter for adjustment or removal of left breast implant
Z45819,encounter for adjustment or removal of unspecified breast implant
Z4582,encounter for adjustment or removal of myringotomy device stent tube
Z4589,encounter for adjustment and management of other implanted devices
Z459,encounter for adjustment and management of unspecified implanted device
Z460,encounter for fitting and adjustment of spectacles and contact lenses
Z461,encounter for fitting and adjustment of hearing aid
Z462,encounter for fitting and adjustment of other devices related to nervous system and special senses
Z463,encounter for fitting and adjustment of dental prosthetic device
Z464,encounter for fitting and adjustment of orthodontic device
Z4651,encounter for fitting and adjustment of gastric lap band
Z4659,encounter for fitting and adjustment of other gastrointestinal appliance and device
Z466,encounter for fitting and adjustment of urinary device
Z4681,encounter for fitting and adjustment of insulin pump
Z4682,encounter for fitting and adjustment of nonvascular catheter
Z4689,encounter for fitting and adjustment of other specified devices
Z469,encounter for fitting and adjustment of unspecified device
Z471,aftercare following joint replacement surgery
Z472,encounter for removal of internal fixation device
Z4731,aftercare following explantation of shoulder joint prosthesis
Z4732,aftercare following explantation of hip joint prosthesis
Z4733,aftercare following explantation of knee joint prosthesis
Z4781,encounter for orthopedic aftercare following surgical amputation
Z4782,encounter for orthopedic aftercare following scoliosis surgery
Z4789,encounter for other orthopedic aftercare
Z4800,encounter for change or removal of nonsurgical wound dressing
Z4801,encounter for change or removal of surgical wound dressing
Z4802,encounter for removal of sutures
Z4803,encounter for change or removal of drains
Z481,encounter for planned postprocedural wound closure
Z4821,encounter for aftercare following heart transplant
Z4822,encounter for aftercare following kidney transplant
Z4823,encounter for aftercare following liver transplant
Z4824,encounter for aftercare following lung transplant
Z48280,encounter for aftercare following heartlung transplant
Z48288,encounter for aftercare following multiple organ transplant
Z48290,encounter for aftercare following bone marrow transplant
Z48298,encounter for aftercare following other organ transplant
Z483,aftercare following surgery for neoplasm
Z48810,encounter for surgical aftercare following surgery on the sense organs
Z48811,encounter for surgical aftercare following surgery on the nervous system
Z48812,encounter for surgical aftercare following surgery on the circulatory system
Z48813,encounter for surgical aftercare following surgery on the respiratory system
Z48814,encounter for surgical aftercare following surgery on the teeth or oral cavity
Z48815,encounter for surgical aftercare following surgery on the digestive system
Z48816,encounter for surgical aftercare following surgery on the genitourinary system
Z48817,encounter for surgical aftercare following surgery on the skin and subcutaneous tissue
Z4889,encounter for other specified surgical aftercare
Z4901,encounter for fitting and adjustment of extracorporeal dialysis catheter
Z4902,encounter for fitting and adjustment of peritoneal dialysis catheter
Z4931,encounter for adequacy testing for hemodialysis
Z4932,encounter for adequacy testing for peritoneal dialysis
Z510,encounter for antineoplastic radiation therapy
Z5111,encounter for antineoplastic chemotherapy
Z5112,encounter for antineoplastic immunotherapy
Z515,encounter for palliative care
Z516,encounter for desensitization to allergens
Z5181,encounter for therapeutic drug level monitoring
Z5189,encounter for other specified aftercare
Z51A,encounter for sepsis aftercare
Z52000,unspecified donor whole blood
Z52001,unspecified donor stem cells
Z52008,unspecified donor other blood
Z52010,autologous donor whole blood
Z52011,autologous donor stem cells
Z52018,autologous donor other blood
Z52090,other blood donor whole blood
Z52091,other blood donor stem cells
Z52098,other blood donor other blood
Z5210,skin donor unspecified
Z5211,skin donor autologous
Z5219,skin donor other
Z5220,bone donor unspecified
Z5221,bone donor autologous
Z5229,bone donor other
Z523,bone marrow donor
Z524,kidney donor
Z525,cornea donor
Z526,liver donor
Z52810,egg oocyte donor under age 35 anonymous recipient
Z52811,egg oocyte donor under age 35 designated recipient
Z52812,egg oocyte donor age 35 and over anonymous recipient
Z52813,egg oocyte donor age 35 and over designated recipient
Z52819,egg oocyte donor unspecified
Z5289,donor of other specified organs or tissues
Z529,donor of unspecified organ or tissue
Z5301,procedure and treatment not carried out due to patient smoking
Z5309,procedure and treatment not carried out because of other contraindication
Z531,procedure and treatment not carried out because of patients decision for reasons of belief and group pressure
Z5320,procedure and treatment not carried out because of patients decision for unspecified reasons
Z5321,procedure and treatment not carried out due to patient leaving prior to being seen by health care provider
Z5329,procedure and treatment not carried out because of patients decision for other reasons
Z5331,laparoscopic surgical procedure converted to open procedure
Z5332,thoracoscopic surgical procedure converted to open procedure
Z5333,arthroscopic surgical procedure converted to open procedure
Z5339,other specified procedure converted to open procedure
Z538,procedure and treatment not carried out for other reasons
Z539,procedure and treatment not carried out unspecified reason
Z550,illiteracy and lowlevel literacy
Z551,schooling unavailable and unattainable
Z552,failed school examinations
Z553,underachievement in school
Z554,educational maladjustment and discord with teachers and classmates
Z555,less than a high school diploma
Z556,problems related to health literacy
Z558,other problems related to education and literacy
Z559,problems related to education and literacy unspecified
Z560,unemployment unspecified
Z561,change of job
Z562,threat of job loss
Z563,stressful work schedule
Z564,discord with boss and workmates
Z565,uncongenial work environment
Z566,other physical and mental strain related to work
Z5681,sexual harassment on the job
Z5682,military deployment status
Z5689,other problems related to employment
Z569,unspecified problems related to employment
Z570,occupational exposure to noise
Z571,occupational exposure to radiation
Z572,occupational exposure to dust
Z5731,occupational exposure to environmental tobacco smoke
Z5739,occupational exposure to other air contaminants
Z574,occupational exposure to toxic agents in agriculture
Z575,occupational exposure to toxic agents in other industries
Z576,occupational exposure to extreme temperature
Z577,occupational exposure to vibration
Z578,occupational exposure to other risk factors
Z579,occupational exposure to unspecified risk factor
Z586,inadequate drinkingwater supply
Z5881,basic services unavailable in physical environment
Z5889,other problems related to physical environment
Z5900,homelessness unspecified
Z5901,sheltered homelessness
Z5902,unsheltered homelessness
Z5910,inadequate housing unspecified
Z5911,inadequate housing environmental temperature
Z5912,inadequate housing utilities
Z5919,other inadequate housing
Z592,discord with neighbors lodgers and landlord
Z593,problems related to living in residential institution
Z5941,food insecurity
Z5948,other specified lack of adequate food
Z595,extreme poverty
Z596,low income
Z5971,insufficient health insurance coverage
Z5972,insufficient welfare support
Z59811,housing instability housed with risk of homelessness
Z59812,housing instability housed homelessness in past 12 months
Z59819,housing instability housed unspecified
Z5982,transportation insecurity
Z59861,financial insecurity difficulty paying for utilities
Z59868,other specified financial insecurity
Z59869,financial insecurity unspecified
Z5987,material hardship due to limited financial resources not elsewhere classified
Z5989,other problems related to housing and economic circumstances
Z599,problem related to housing and economic circumstances unspecified
Z600,problems of adjustment to lifecycle transitions
Z602,problems related to living alone
Z603,acculturation difficulty
Z604,social exclusion and rejection
Z605,target of perceived adverse discrimination and persecution
Z608,other problems related to social environment
Z609,problem related to social environment unspecified
Z620,inadequate parental supervision and control
Z621,parental overprotection
Z6221,child in welfare custody
Z6222,institutional upbringing
Z6223,child in custody of nonparental relative
Z6224,child in custody of nonrelative guardian
Z6229,other upbringing away from parents
Z623,hostility towards and scapegoating of child
Z626,inappropriate excessive parental pressure
Z62810,personal history of physical and sexual abuse in childhood
Z62811,personal history of psychological abuse in childhood
Z62812,personal history of neglect in childhood
Z62813,personal history of forced labor or sexual exploitation in childhood
Z62814,personal history of child financial abuse
Z62815,personal history of intimate partner abuse in childhood
Z62819,personal history of unspecified abuse in childhood
Z62820,parentbiological child conflict
Z62821,parentadopted child conflict
Z62822,parentfoster child conflict
Z62823,parentstep child conflict
Z62831,nonparental relativechild conflict
Z62832,nonrelative guardianchild conflict
Z62833,group home staffchild conflict
Z62890,parentchild estrangement nec
Z62891,sibling rivalry
Z62892,runaway from current living environment
Z62898,other specified problems related to upbringing
Z629,problem related to upbringing unspecified
Z630,problems in relationship with spouse or partner
Z631,problems in relationship with inlaws
Z6331,absence of family member due to military deployment
Z6332,other absence of family member
Z634,disappearance and death of family member
Z635,disruption of family by separation and divorce
Z636,dependent relative needing care at home
Z6371,stress on family due to return of family member from military deployment
Z6372,alcoholism and drug addiction in family
Z6379,other stressful life events affecting family and household
Z638,other specified problems related to primary support group
Z639,problem related to primary support group unspecified
Z640,problems related to unwanted pregnancy
Z641,problems related to multiparity
Z644,discord with counselors
Z650,conviction in civil and criminal proceedings without imprisonment
Z651,imprisonment and other incarceration
Z652,problems related to release from prison
Z653,problems related to other legal circumstances
Z654,victim of crime and terrorism
Z655,exposure to disaster war and other hostilities
Z658,other specified problems related to psychosocial circumstances
Z659,problem related to unspecified psychosocial circumstances
Z66,do not resuscitate
Z6710,type a blood rh positive
Z6711,type a blood rh negative
Z6720,type b blood rh positive
Z6721,type b blood rh negative
Z6730,type ab blood rh positive
Z6731,type ab blood rh negative
Z6740,type o blood rh positive
Z6741,type o blood rh negative
Z6790,unspecified blood type rh positive
Z6791,unspecified blood type rh negative
Z67A1,duffy null
Z67A2,duffy a positive
Z67A3,duffy b positive
Z67A4,duffy a and b positive
Z681,body mass index bmi 199 or less adult
Z6820,body mass index bmi 200209 adult
Z6821,body mass index bmi 210219 adult
Z6822,body mass index bmi 220229 adult
Z6823,body mass index bmi 230239 adult
Z6824,body mass index bmi 240249 adult
Z6825,body mass index bmi 250259 adult
Z6826,body mass index bmi 260269 adult
Z6827,body mass index bmi 270279 adult
Z6828,body mass index bmi 280289 adult
Z6829,body mass index bmi 290299 adult
Z6830,body mass index bmi 300309 adult
Z6831,body mass index bmi 310319 adult
Z6832,body mass index bmi 320329 adult
Z6833,body mass index bmi 330339 adult
Z6834,body mass index bmi 340349 adult
Z6835,body mass index bmi 350359 adult
Z6836,body mass index bmi 360369 adult
Z6837,body mass index bmi 370379 adult
Z6838,body mass index bmi 380389 adult
Z6839,body mass index bmi 390399 adult
Z6841,body mass index bmi 400449 adult
Z6842,body mass index bmi 450499 adult
Z6843,body mass index bmi 500599 adult
Z6844,body mass index bmi 600699 adult
Z6845,body mass index bmi 70 or greater adult
Z6851,body mass index bmi pediatric less than 5th percentile for age
Z6852,body mass index bmi pediatric 5th percentile to less than 85th percentile for age
Z6853,body mass index bmi pediatric 85th percentile to less than 95th percentile for age
Z6854,body mass index bmi pediatric 95th percentile for age to less than 120 of the 95th percentile for age
Z6855,body mass index bmi pediatric 120 of the 95th percentile for age to less than 140 of the 95th percentile for age
Z6856,body mass index bmi pediatric greater than or equal to 140 of the 95th percentile for age
Z69010,encounter for mental health services for victim of parental child abuse
Z69011,encounter for mental health services for perpetrator of parental child abuse
Z69020,encounter for mental health services for victim of nonparental child abuse
Z69021,encounter for mental health services for perpetrator of nonparental child abuse
Z6911,encounter for mental health services for victim of spousal or partner abuse
Z6912,encounter for mental health services for perpetrator of spousal or partner abuse
Z6981,encounter for mental health services for victim of other abuse
Z6982,encounter for mental health services for perpetrator of other abuse
Z700,counseling related to sexual attitude
Z701,counseling related to patients sexual behavior and orientation
Z702,counseling related to sexual behavior and orientation of third party
Z703,counseling related to combined concerns regarding sexual attitude behavior and orientation
Z708,other sex counseling
Z709,sex counseling unspecified
Z710,person encountering health services to consult on behalf of another person
Z711,person with feared health complaint in whom no diagnosis is made
Z712,person consulting for explanation of examination or test findings
Z713,dietary counseling and surveillance
Z7141,alcohol abuse counseling and surveillance of alcoholic
Z7142,counseling for family member of alcoholic
Z7151,drug abuse counseling and surveillance of drug abuser
Z7152,counseling for family member of drug abuser
Z716,tobacco abuse counseling
Z717,human immunodeficiency virus hiv counseling
Z7181,spiritual or religious counseling
Z7182,exercise counseling
Z7183,encounter for nonprocreative genetic counseling
Z7184,encounter for health counseling related to travel
Z7185,encounter for immunization safety counseling
Z7187,encounter for pediatrictoadult transition counseling
Z7188,encounter for counseling for socioeconomic factors
Z7189,other specified counseling
Z719,counseling unspecified
Z720,tobacco use
Z723,lack of physical exercise
Z724,inappropriate diet and eating habits
