code,description
B552,mucocutaneous leishmaniasis
B559,leishmaniasis unspecified
B560,gambiense trypanosomiasis
B561,rhodesiense trypanosomiasis
B569,african trypanosomiasis unspecified
B570,acute chagas disease with heart involvement
B571,acute chagas disease without heart involvement
B572,chagas disease chronic with heart involvement
B5730,chagas disease with digestive system involvement unspecified
B5731,megaesophagus in chagas disease
B5732,megacolon in chagas disease
B5739,other digestive system involvement in chagas disease
B5740,chagas disease with nervous system involvement unspecified
B5741,meningitis in chagas disease
B5742,meningoencephalitis in chagas disease
B5749,other nervous system involvement in chagas disease
B575,chagas disease chronic with other organ involvement
B5800,toxoplasma oculopathy unspecified
B5801,toxoplasma chorioretinitis
B5809,other toxoplasma oculopathy
B581,toxoplasma hepatitis
B582,toxoplasma meningoencephalitis
B583,pulmonary toxoplasmosis
B5881,toxoplasma myocarditis
B5882,toxoplasma myositis
B5883,toxoplasma tubulointerstitial nephropathy
B5889,toxoplasmosis with other organ involvement
B589,toxoplasmosis unspecified
B59,pneumocystosis
B600,babesiosis
B6000,babesiosis unspecified
B6001,babesiosis due to babesia microti
B6002,babesiosis due to babesia duncani
B6003,babesiosis due to babesia divergens
B6009,other babesiosis
B6010,acanthamebiasis unspecified
B6011,meningoencephalitis due to acanthamoeba culbertsoni
B6012,conjunctivitis due to acanthamoeba
B6013,keratoconjunctivitis due to acanthamoeba
B6019,other acanthamebic disease
B602,naegleriasis
B608,other specified protozoal diseases
B64,unspecified protozoal disease
B650,schistosomiasis due to schistosoma haematobium urinary schistosomiasis
B651,schistosomiasis due to schistosoma mansoni intestinal schistosomiasis
B652,schistosomiasis due to schistosoma japonicum
B653,cercarial dermatitis
B658,other schistosomiasis
B659,schistosomiasis unspecified
B660,opisthorchiasis
B661,clonorchiasis
B662,dicroceliasis
B663,fascioliasis
B664,paragonimiasis
B665,fasciolopsiasis
B668,other specified fluke infections
B669,fluke infection unspecified
B670,echinococcus granulosus infection of liver
B671,echinococcus granulosus infection of lung
B672,echinococcus granulosus infection of bone
B6731,echinococcus granulosus infection thyroid gland
B6732,echinococcus granulosus infection multiple sites
B6739,echinococcus granulosus infection other sites
B674,echinococcus granulosus infection unspecified
B675,echinococcus multilocularis infection of liver
B6761,echinococcus multilocularis infection multiple sites
B6769,echinococcus multilocularis infection other sites
B677,echinococcus multilocularis infection unspecified
B678,echinococcosis unspecified of liver
B6790,echinococcosis unspecified
B6799,other echinococcosis
B680,taenia solium taeniasis
B681,taenia saginata taeniasis
B689,taeniasis unspecified
B690,cysticercosis of central nervous system
B691,cysticercosis of eye
B6981,myositis in cysticercosis
B6989,cysticercosis of other sites
B699,cysticercosis unspecified
B700,diphyllobothriasis
B701,sparganosis
B710,hymenolepiasis
B711,dipylidiasis
B718,other specified cestode infections
B719,cestode infection unspecified
B72,dracunculiasis
B7300,onchocerciasis with eye involvement unspecified
B7301,onchocerciasis with endophthalmitis
B7302,onchocerciasis with glaucoma
B7309,onchocerciasis with other eye involvement
B731,onchocerciasis without eye disease
B740,filariasis due to wuchereria bancrofti
B741,filariasis due to brugia malayi
B742,filariasis due to brugia timori
B743,loiasis
B744,mansonelliasis
B748,other filariases
B749,filariasis unspecified
B75,trichinellosis
B760,ancylostomiasis
B761,necatoriasis
B768,other hookworm diseases
B769,hookworm disease unspecified
B770,ascariasis with intestinal complications
B7781,ascariasis pneumonia
B7789,ascariasis with other complications
B779,ascariasis unspecified
B780,intestinal strongyloidiasis
B781,cutaneous strongyloidiasis
B787,disseminated strongyloidiasis
B789,strongyloidiasis unspecified
B79,trichuriasis
B80,enterobiasis
B810,anisakiasis
B811,intestinal capillariasis
B812,trichostrongyliasis
B813,intestinal angiostrongyliasis
B814,mixed intestinal helminthiases
B818,other specified intestinal helminthiases
B820,intestinal helminthiasis unspecified
B829,intestinal parasitism unspecified
B830,visceral larva migrans
B831,gnathostomiasis
B832,angiostrongyliasis due to parastrongylus cantonensis
B833,syngamiasis
B834,internal hirudiniasis
B838,other specified helminthiases
B839,helminthiasis unspecified
B850,pediculosis due to pediculus humanus capitis
B851,pediculosis due to pediculus humanus corporis
B852,pediculosis unspecified
B853,phthiriasis
B854,mixed pediculosis and phthiriasis
B86,scabies
B870,cutaneous myiasis
B871,wound myiasis
B872,ocular myiasis
B873,nasopharyngeal myiasis
B874,aural myiasis
B8781,genitourinary myiasis
B8782,intestinal myiasis
B8789,myiasis of other sites
B879,myiasis unspecified
B880,other acariasis
B881,tungiasis sandflea infestation
B882,other arthropod infestations
B883,external hirudiniasis
B888,other specified infestations
B889,infestation unspecified
B89,unspecified parasitic disease
B900,sequelae of central nervous system tuberculosis
B901,sequelae of genitourinary tuberculosis
B902,sequelae of tuberculosis of bones and joints
B908,sequelae of tuberculosis of other organs
B909,sequelae of respiratory and unspecified tuberculosis
B91,sequelae of poliomyelitis
B92,sequelae of leprosy
B940,sequelae of trachoma
B941,sequelae of viral encephalitis
B942,sequelae of viral hepatitis
B948,sequelae of other specified infectious and parasitic diseases
B949,sequelae of unspecified infectious and parasitic disease
B950,streptococcus group a as the cause of diseases classified elsewhere
B951,streptococcus group b as the cause of diseases classified elsewhere
B952,enterococcus as the cause of diseases classified elsewhere
B953,streptococcus pneumoniae as the cause of diseases classified elsewhere
B954,other streptococcus as the cause of diseases classified elsewhere
B955,unspecified streptococcus as the cause of diseases classified elsewhere
B9561,methicillin susceptible staphylococcus aureus infection as the cause of diseases classified elsewhere
B9562,methicillin resistant staphylococcus aureus infection as the cause of diseases classified elsewhere
B957,other staphylococcus as the cause of diseases classified elsewhere
B958,unspecified staphylococcus as the cause of diseases classified elsewhere
B960,mycoplasma pneumoniae m pneumoniae as the cause of diseases classified elsewhere
B961,klebsiella pneumoniae k pneumoniae as the cause of diseases classified elsewhere
B9620,unspecified escherichia coli e coli as the cause of diseases classified elsewhere
B9621,shiga toxinproducing escherichia coli e coli stec o157 as the cause of diseases classified elsewhere
B9622,other specified shiga toxinproducing escherichia coli e coli stec as the cause of diseases classified elsewhere
B9623,unspecified shiga toxinproducing escherichia coli e coli stec as the cause of diseases classified elsewhere
B9629,other escherichia coli e coli as the cause of diseases classified elsewhere
B963,hemophilus influenzae h influenzae as the cause of diseases classified elsewhere
B964,proteus mirabilis morganii as the cause of diseases classified elsewhere
B965,pseudomonas aeruginosa mallei pseudomallei as the cause of diseases classified elsewhere
B966,bacteroides fragilis b fragilis as the cause of diseases classified elsewhere
B967,clostridium perfringens c perfringens as the cause of diseases classified elsewhere
B9681,helicobacter pylori h pylori as the cause of diseases classified elsewhere
B9682,vibrio vulnificus as the cause of diseases classified elsewhere
B9683,acinetobacter baumannii as the cause of diseases classified elsewhere
B9689,other specified bacterial agents as the cause of diseases classified elsewhere
B970,adenovirus as the cause of diseases classified elsewhere
B9710,unspecified enterovirus as the cause of diseases classified elsewhere
B9711,coxsackievirus as the cause of diseases classified elsewhere
B9712,echovirus as the cause of diseases classified elsewhere
B9719,other enterovirus as the cause of diseases classified elsewhere
B9721,sarsassociated coronavirus as the cause of diseases classified elsewhere
B9729,other coronavirus as the cause of diseases classified elsewhere
B9730,unspecified retrovirus as the cause of diseases classified elsewhere
B9731,lentivirus as the cause of diseases classified elsewhere
B9732,oncovirus as the cause of diseases classified elsewhere
B9733,human tcell lymphotrophic virus type i htlvi as the cause of diseases classified elsewhere
B9734,human tcell lymphotrophic virus type ii htlvii as the cause of diseases classified elsewhere
B9735,human immunodeficiency virus type 2 hiv 2 as the cause of diseases classified elsewhere
B9739,other retrovirus as the cause of diseases classified elsewhere
B974,respiratory syncytial virus as the cause of diseases classified elsewhere
B975,reovirus as the cause of diseases classified elsewhere
B976,parvovirus as the cause of diseases classified elsewhere
B977,papillomavirus as the cause of diseases classified elsewhere
B9781,human metapneumovirus as the cause of diseases classified elsewhere
B9789,other viral agents as the cause of diseases classified elsewhere
B998,other infectious disease
B999,unspecified infectious disease
C000,malignant neoplasm of external upper lip
C001,malignant neoplasm of external lower lip
C002,malignant neoplasm of external lip unspecified
C003,malignant neoplasm of upper lip inner aspect
C004,malignant neoplasm of lower lip inner aspect
C005,malignant neoplasm of lip unspecified inner aspect
C006,malignant neoplasm of commissure of lip unspecified
C008,malignant neoplasm of overlapping sites of lip
C009,malignant neoplasm of lip unspecified
C01,malignant neoplasm of base of tongue
C020,malignant neoplasm of dorsal surface of tongue
C021,malignant neoplasm of border of tongue
C022,malignant neoplasm of ventral surface of tongue
C023,malignant neoplasm of anterior twothirds of tongue part unspecified
C024,malignant neoplasm of lingual tonsil
C028,malignant neoplasm of overlapping sites of tongue
C029,malignant neoplasm of tongue unspecified
C030,malignant neoplasm of upper gum
C031,malignant neoplasm of lower gum
C039,malignant neoplasm of gum unspecified
C040,malignant neoplasm of anterior floor of mouth
C041,malignant neoplasm of lateral floor of mouth
C048,malignant neoplasm of overlapping sites of floor of mouth
C049,malignant neoplasm of floor of mouth unspecified
C050,malignant neoplasm of hard palate
C051,malignant neoplasm of soft palate
C052,malignant neoplasm of uvula
C058,malignant neoplasm of overlapping sites of palate
C059,malignant neoplasm of palate unspecified
C060,malignant neoplasm of cheek mucosa
C061,malignant neoplasm of vestibule of mouth
C062,malignant neoplasm of retromolar area
C0680,malignant neoplasm of overlapping sites of unspecified parts of mouth
C0689,malignant neoplasm of overlapping sites of other parts of mouth
C069,malignant neoplasm of mouth unspecified
C07,malignant neoplasm of parotid gland
C080,malignant neoplasm of submandibular gland
C081,malignant neoplasm of sublingual gland
C089,malignant neoplasm of major salivary gland unspecified
C090,malignant neoplasm of tonsillar fossa
C091,malignant neoplasm of tonsillar pillar anterior posterior
C098,malignant neoplasm of overlapping sites of tonsil
C099,malignant neoplasm of tonsil unspecified
C100,malignant neoplasm of vallecula
C101,malignant neoplasm of anterior surface of epiglottis
C102,malignant neoplasm of lateral wall of oropharynx
C103,malignant neoplasm of posterior wall of oropharynx
C104,malignant neoplasm of branchial cleft
C108,malignant neoplasm of overlapping sites of oropharynx
C109,malignant neoplasm of oropharynx unspecified
C110,malignant neoplasm of superior wall of nasopharynx
C111,malignant neoplasm of posterior wall of nasopharynx
C112,malignant neoplasm of lateral wall of nasopharynx
C113,malignant neoplasm of anterior wall of nasopharynx
C118,malignant neoplasm of overlapping sites of nasopharynx
C119,malignant neoplasm of nasopharynx unspecified
C12,malignant neoplasm of pyriform sinus
C130,malignant neoplasm of postcricoid region
C131,malignant neoplasm of aryepiglottic fold hypopharyngeal aspect
C132,malignant neoplasm of posterior wall of hypopharynx
C138,malignant neoplasm of overlapping sites of hypopharynx
C139,malignant neoplasm of hypopharynx unspecified
C140,malignant neoplasm of pharynx unspecified
C142,malignant neoplasm of waldeyers ring
C148,malignant neoplasm of overlapping sites of lip oral cavity and pharynx
C153,malignant neoplasm of upper third of esophagus
C154,malignant neoplasm of middle third of esophagus
C155,malignant neoplasm of lower third of esophagus
C158,malignant neoplasm of overlapping sites of esophagus
C159,malignant neoplasm of esophagus unspecified
C160,malignant neoplasm of cardia
