code,description
S46212D,strain of muscle fascia and tendon of other parts of biceps left arm subsequent encounter
S46212S,strain of muscle fascia and tendon of other parts of biceps left arm sequela
S46219A,strain of muscle fascia and tendon of other parts of biceps unspecified arm initial encounter
S46219D,strain of muscle fascia and tendon of other parts of biceps unspecified arm subsequent encounter
S46219S,strain of muscle fascia and tendon of other parts of biceps unspecified arm sequela
S46221A,laceration of muscle fascia and tendon of other parts of biceps right arm initial encounter
S46221D,laceration of muscle fascia and tendon of other parts of biceps right arm subsequent encounter
S46221S,laceration of muscle fascia and tendon of other parts of biceps right arm sequela
S46222A,laceration of muscle fascia and tendon of other parts of biceps left arm initial encounter
S46222D,laceration of muscle fascia and tendon of other parts of biceps left arm subsequent encounter
S46222S,laceration of muscle fascia and tendon of other parts of biceps left arm sequela
S46229A,laceration of muscle fascia and tendon of other parts of biceps unspecified arm initial encounter
S46229D,laceration of muscle fascia and tendon of other parts of biceps unspecified arm subsequent encounter
S46229S,laceration of muscle fascia and tendon of other parts of biceps unspecified arm sequela
S46291A,other injury of muscle fascia and tendon of other parts of biceps right arm initial encounter
S46291D,other injury of muscle fascia and tendon of other parts of biceps right arm subsequent encounter
S46291S,other injury of muscle fascia and tendon of other parts of biceps right arm sequela
S46292A,other injury of muscle fascia and tendon of other parts of biceps left arm initial encounter
S46292D,other injury of muscle fascia and tendon of other parts of biceps left arm subsequent encounter
S46292S,other injury of muscle fascia and tendon of other parts of biceps left arm sequela
S46299A,other injury of muscle fascia and tendon of other parts of biceps unspecified arm initial encounter
S46299D,other injury of muscle fascia and tendon of other parts of biceps unspecified arm subsequent encounter
S46299S,other injury of muscle fascia and tendon of other parts of biceps unspecified arm sequela
S46301A,unspecified injury of muscle fascia and tendon of triceps right arm initial encounter
S46301D,unspecified injury of muscle fascia and tendon of triceps right arm subsequent encounter
S46301S,unspecified injury of muscle fascia and tendon of triceps right arm sequela
S46302A,unspecified injury of muscle fascia and tendon of triceps left arm initial encounter
S46302D,unspecified injury of muscle fascia and tendon of triceps left arm subsequent encounter
S46302S,unspecified injury of muscle fascia and tendon of triceps left arm sequela
S46309A,unspecified injury of muscle fascia and tendon of triceps unspecified arm initial encounter
S46309D,unspecified injury of muscle fascia and tendon of triceps unspecified arm subsequent encounter
S46309S,unspecified injury of muscle fascia and tendon of triceps unspecified arm sequela
S46311A,strain of muscle fascia and tendon of triceps right arm initial encounter
S46311D,strain of muscle fascia and tendon of triceps right arm subsequent encounter
S46311S,strain of muscle fascia and tendon of triceps right arm sequela
S46312A,strain of muscle fascia and tendon of triceps left arm initial encounter
S46312D,strain of muscle fascia and tendon of triceps left arm subsequent encounter
S46312S,strain of muscle fascia and tendon of triceps left arm sequela
S46319A,strain of muscle fascia and tendon of triceps unspecified arm initial encounter
S46319D,strain of muscle fascia and tendon of triceps unspecified arm subsequent encounter
S46319S,strain of muscle fascia and tendon of triceps unspecified arm sequela
S46321A,laceration of muscle fascia and tendon of triceps right arm initial encounter
S46321D,laceration of muscle fascia and tendon of triceps right arm subsequent encounter
S46321S,laceration of muscle fascia and tendon of triceps right arm sequela
S46322A,laceration of muscle fascia and tendon of triceps left arm initial encounter
S46322D,laceration of muscle fascia and tendon of triceps left arm subsequent encounter
S46322S,laceration of muscle fascia and tendon of triceps left arm sequela
S46329A,laceration of muscle fascia and tendon of triceps unspecified arm initial encounter
S46329D,laceration of muscle fascia and tendon of triceps unspecified arm subsequent encounter
S46329S,laceration of muscle fascia and tendon of triceps unspecified arm sequela
S46391A,other injury of muscle fascia and tendon of triceps right arm initial encounter
S46391D,other injury of muscle fascia and tendon of triceps right arm subsequent encounter
S46391S,other injury of muscle fascia and tendon of triceps right arm sequela
S46392A,other injury of muscle fascia and tendon of triceps left arm initial encounter
S46392D,other injury of muscle fascia and tendon of triceps left arm subsequent encounter
S46392S,other injury of muscle fascia and tendon of triceps left arm sequela
S46399A,other injury of muscle fascia and tendon of triceps unspecified arm initial encounter
S46399D,other injury of muscle fascia and tendon of triceps unspecified arm subsequent encounter
S46399S,other injury of muscle fascia and tendon of triceps unspecified arm sequela
S46801A,unspecified injury of other muscles fascia and tendons at shoulder and upper arm level right arm initial encounter
S46801D,unspecified injury of other muscles fascia and tendons at shoulder and upper arm level right arm subsequent encounter
S46801S,unspecified injury of other muscles fascia and tendons at shoulder and upper arm level right arm sequela
S46802A,unspecified injury of other muscles fascia and tendons at shoulder and upper arm level left arm initial encounter
S46802D,unspecified injury of other muscles fascia and tendons at shoulder and upper arm level left arm subsequent encounter
S46802S,unspecified injury of other muscles fascia and tendons at shoulder and upper arm level left arm sequela
S46809A,unspecified injury of other muscles fascia and tendons at shoulder and upper arm level unspecified arm initial encounter
S46809D,unspecified injury of other muscles fascia and tendons at shoulder and upper arm level unspecified arm subsequent encounter
S46809S,unspecified injury of other muscles fascia and tendons at shoulder and upper arm level unspecified arm sequela
S46811A,strain of other muscles fascia and tendons at shoulder and upper arm level right arm initial encounter
S46811D,strain of other muscles fascia and tendons at shoulder and upper arm level right arm subsequent encounter
S46811S,strain of other muscles fascia and tendons at shoulder and upper arm level right arm sequela
S46812A,strain of other muscles fascia and tendons at shoulder and upper arm level left arm initial encounter
S46812D,strain of other muscles fascia and tendons at shoulder and upper arm level left arm subsequent encounter
S46812S,strain of other muscles fascia and tendons at shoulder and upper arm level left arm sequela
S46819A,strain of other muscles fascia and tendons at shoulder and upper arm level unspecified arm initial encounter
S46819D,strain of other muscles fascia and tendons at shoulder and upper arm level unspecified arm subsequent encounter
S46819S,strain of other muscles fascia and tendons at shoulder and upper arm level unspecified arm sequela
S46821A,laceration of other muscles fascia and tendons at shoulder and upper arm level right arm initial encounter
S46821D,laceration of other muscles fascia and tendons at shoulder and upper arm level right arm subsequent encounter
S46821S,laceration of other muscles fascia and tendons at shoulder and upper arm level right arm sequela
S46822A,laceration of other muscles fascia and tendons at shoulder and upper arm level left arm initial encounter
S46822D,laceration of other muscles fascia and tendons at shoulder and upper arm level left arm subsequent encounter
S46822S,laceration of other muscles fascia and tendons at shoulder and upper arm level left arm sequela
S46829A,laceration of other muscles fascia and tendons at shoulder and upper arm level unspecified arm initial encounter
S46829D,laceration of other muscles fascia and tendons at shoulder and upper arm level unspecified arm subsequent encounter
S46829S,laceration of other muscles fascia and tendons at shoulder and upper arm level unspecified arm sequela
S46891A,other injury of other muscles fascia and tendons at shoulder and upper arm level right arm initial encounter
S46891D,other injury of other muscles fascia and tendons at shoulder and upper arm level right arm subsequent encounter
S46891S,other injury of other muscles fascia and tendons at shoulder and upper arm level right arm sequela
S46892A,other injury of other muscles fascia and tendons at shoulder and upper arm level left arm initial encounter
S46892D,other injury of other muscles fascia and tendons at shoulder and upper arm level left arm subsequent encounter
S46892S,other injury of other muscles fascia and tendons at shoulder and upper arm level left arm sequela
S46899A,other injury of other muscles fascia and tendons at shoulder and upper arm level unspecified arm initial encounter
S46899D,other injury of other muscles fascia and tendons at shoulder and upper arm level unspecified arm subsequent encounter
S46899S,other injury of other muscles fascia and tendons at shoulder and upper arm level unspecified arm sequela
S46901A,unspecified injury of unspecified muscle fascia and tendon at shoulder and upper arm level right arm initial encounter
S46901D,unspecified injury of unspecified muscle fascia and tendon at shoulder and upper arm level right arm subsequent encounter
S46901S,unspecified injury of unspecified muscle fascia and tendon at shoulder and upper arm level right arm sequela
S46902A,unspecified injury of unspecified muscle fascia and tendon at shoulder and upper arm level left arm initial encounter
S46902D,unspecified injury of unspecified muscle fascia and tendon at shoulder and upper arm level left arm subsequent encounter
S46902S,unspecified injury of unspecified muscle fascia and tendon at shoulder and upper arm level left arm sequela
S46909A,unspecified injury of unspecified muscle fascia and tendon at shoulder and upper arm level unspecified arm initial encounter
S46909D,unspecified injury of unspecified muscle fascia and tendon at shoulder and upper arm level unspecified arm subsequent encounter
S46909S,unspecified injury of unspecified muscle fascia and tendon at shoulder and upper arm level unspecified arm sequela
S46911A,strain of unspecified muscle fascia and tendon at shoulder and upper arm level right arm initial encounter
S46911D,strain of unspecified muscle fascia and tendon at shoulder and upper arm level right arm subsequent encounter
S46911S,strain of unspecified muscle fascia and tendon at shoulder and upper arm level right arm sequela
S46912A,strain of unspecified muscle fascia and tendon at shoulder and upper arm level left arm initial encounter
S46912D,strain of unspecified muscle fascia and tendon at shoulder and upper arm level left arm subsequent encounter
S46912S,strain of unspecified muscle fascia and tendon at shoulder and upper arm level left arm sequela
S46919A,strain of unspecified muscle fascia and tendon at shoulder and upper arm level unspecified arm initial encounter
S46919D,strain of unspecified muscle fascia and tendon at shoulder and upper arm level unspecified arm subsequent encounter
S46919S,strain of unspecified muscle fascia and tendon at shoulder and upper arm level unspecified arm sequela
S46921A,laceration of unspecified muscle fascia and tendon at shoulder and upper arm level right arm initial encounter
S46921D,laceration of unspecified muscle fascia and tendon at shoulder and upper arm level right arm subsequent encounter
S46921S,laceration of unspecified muscle fascia and tendon at shoulder and upper arm level right arm sequela
S46922A,laceration of unspecified muscle fascia and tendon at shoulder and upper arm level left arm initial encounter
S46922D,laceration of unspecified muscle fascia and tendon at shoulder and upper arm level left arm subsequent encounter
S46922S,laceration of unspecified muscle fascia and tendon at shoulder and upper arm level left arm sequela
S46929A,laceration of unspecified muscle fascia and tendon at shoulder and upper arm level unspecified arm initial encounter
S46929D,laceration of unspecified muscle fascia and tendon at shoulder and upper arm level unspecified arm subsequent encounter
S46929S,laceration of unspecified muscle fascia and tendon at shoulder and upper arm level unspecified arm sequela
S46991A,other injury of unspecified muscle fascia and tendon at shoulder and upper arm level right arm initial encounter
S46991D,other injury of unspecified muscle fascia and tendon at shoulder and upper arm level right arm subsequent encounter
S46991S,other injury of unspecified muscle fascia and tendon at shoulder and upper arm level right arm sequela
S46992A,other injury of unspecified muscle fascia and tendon at shoulder and upper arm level left arm initial encounter
S46992D,other injury of unspecified muscle fascia and tendon at shoulder and upper arm level left arm subsequent encounter
S46992S,other injury of unspecified muscle fascia and tendon at shoulder and upper arm level left arm sequela
S46999A,other injury of unspecified muscle fascia and tendon at shoulder and upper arm level unspecified arm initial encounter
S46999D,other injury of unspecified muscle fascia and tendon at shoulder and upper arm level unspecified arm subsequent encounter
S46999S,other injury of unspecified muscle fascia and tendon at shoulder and upper arm level unspecified arm sequela
S471XXA,crushing injury of right shoulder and upper arm initial encounter
S471XXD,crushing injury of right shoulder and upper arm subsequent encounter
S471XXS,crushing injury of right shoulder and upper arm sequela
S472XXA,crushing injury of left shoulder and upper arm initial encounter
S472XXD,crushing injury of left shoulder and upper arm subsequent encounter
S472XXS,crushing injury of left shoulder and upper arm sequela
S479XXA,crushing injury of shoulder and upper arm unspecified arm initial encounter
S479XXD,crushing injury of shoulder and upper arm unspecified arm subsequent encounter
S479XXS,crushing injury of shoulder and upper arm unspecified arm sequela
S48011A,complete traumatic amputation at right shoulder joint initial encounter
S48011D,complete traumatic amputation at right shoulder joint subsequent encounter
S48011S,complete traumatic amputation at right shoulder joint sequela
S48012A,complete traumatic amputation at left shoulder joint initial encounter
S48012D,complete traumatic amputation at left shoulder joint subsequent encounter
S48012S,complete traumatic amputation at left shoulder joint sequela
S48019A,complete traumatic amputation at unspecified shoulder joint initial encounter
S48019D,complete traumatic amputation at unspecified shoulder joint subsequent encounter
S48019S,complete traumatic amputation at unspecified shoulder joint sequela
S48021A,partial traumatic amputation at right shoulder joint initial encounter
S48021D,partial traumatic amputation at right shoulder joint subsequent encounter
S48021S,partial traumatic amputation at right shoulder joint sequela
S48022A,partial traumatic amputation at left shoulder joint initial encounter
S48022D,partial traumatic amputation at left shoulder joint subsequent encounter
S48022S,partial traumatic amputation at left shoulder joint sequela
S48029A,partial traumatic amputation at unspecified shoulder joint initial encounter
S48029D,partial traumatic amputation at unspecified shoulder joint subsequent encounter
S48029S,partial traumatic amputation at unspecified shoulder joint sequela
S48111A,complete traumatic amputation at level between right shoulder and elbow initial encounter
S48111D,complete traumatic amputation at level between right shoulder and elbow subsequent encounter
S48111S,complete traumatic amputation at level between right shoulder and elbow sequela
S48112A,complete traumatic amputation at level between left shoulder and elbow initial encounter
S48112D,complete traumatic amputation at level between left shoulder and elbow subsequent encounter
S48112S,complete traumatic amputation at level between left shoulder and elbow sequela
S48119A,complete traumatic amputation at level between unspecified shoulder and elbow initial encounter
S48119D,complete traumatic amputation at level between unspecified shoulder and elbow subsequent encounter
S48119S,complete traumatic amputation at level between unspecified shoulder and elbow sequela
S48121A,partial traumatic amputation at level between right shoulder and elbow initial encounter
S48121D,partial traumatic amputation at level between right shoulder and elbow subsequent encounter
S48121S,partial traumatic amputation at level between right shoulder and elbow sequela
S48122A,partial traumatic amputation at level between left shoulder and elbow initial encounter
S48122D,partial traumatic amputation at level between left shoulder and elbow subsequent encounter
S48122S,partial traumatic amputation at level between left shoulder and elbow sequela
S48129A,partial traumatic amputation at level between unspecified shoulder and elbow initial encounter
S48129D,partial traumatic amputation at level between unspecified shoulder and elbow subsequent encounter
S48129S,partial traumatic amputation at level between unspecified shoulder and elbow sequela
S48911A,complete traumatic amputation of right shoulder and upper arm level unspecified initial encounter
S48911D,complete traumatic amputation of right shoulder and upper arm level unspecified subsequent encounter
S48911S,complete traumatic amputation of right shoulder and upper arm level unspecified sequela
S48912A,complete traumatic amputation of left shoulder and upper arm level unspecified initial encounter
S48912D,complete traumatic amputation of left shoulder and upper arm level unspecified subsequent encounter
S48912S,complete traumatic amputation of left shoulder and upper arm level unspecified sequela
S48919A,complete traumatic amputation of unspecified shoulder and upper arm level unspecified initial encounter
S48919D,complete traumatic amputation of unspecified shoulder and upper arm level unspecified subsequent encounter
S48919S,complete traumatic amputation of unspecified shoulder and upper arm level unspecified sequela
S48921A,partial traumatic amputation of right shoulder and upper arm level unspecified initial encounter
S48921D,partial traumatic amputation of right shoulder and upper arm level unspecified subsequent encounter
S48921S,partial traumatic amputation of right shoulder and upper arm level unspecified sequela
S48922A,partial traumatic amputation of left shoulder and upper arm level unspecified initial encounter
S48922D,partial traumatic amputation of left shoulder and upper arm level unspecified subsequent encounter
S48922S,partial traumatic amputation of left shoulder and upper arm level unspecified sequela
S48929A,partial traumatic amputation of unspecified shoulder and upper arm level unspecified initial encounter
S48929D,partial traumatic amputation of unspecified shoulder and upper arm level unspecified subsequent encounter
S48929S,partial traumatic amputation of unspecified shoulder and upper arm level unspecified sequela
S49001A,unspecified physeal fracture of upper end of humerus right arm initial encounter for closed fracture
S49001D,unspecified physeal fracture of upper end of humerus right arm subsequent encounter for fracture with routine healing
S49001G,unspecified physeal fracture of upper end of humerus right arm subsequent encounter for fracture with delayed healing
S49001K,unspecified physeal fracture of upper end of humerus right arm subsequent encounter for fracture with nonunion
S49001P,unspecified physeal fracture of upper end of humerus right arm subsequent encounter for fracture with malunion
S49001S,unspecified physeal fracture of upper end of humerus right arm sequela
S49002A,unspecified physeal fracture of upper end of humerus left arm initial encounter for closed fracture
S49002D,unspecified physeal fracture of upper end of humerus left arm subsequent encounter for fracture with routine healing
S49002G,unspecified physeal fracture of upper end of humerus left arm subsequent encounter for fracture with delayed healing
S49002K,unspecified physeal fracture of upper end of humerus left arm subsequent encounter for fracture with nonunion
S49002P,unspecified physeal fracture of upper end of humerus left arm subsequent encounter for fracture with malunion
S49002S,unspecified physeal fracture of upper end of humerus left arm sequela
S49009A,unspecified physeal fracture of upper end of humerus unspecified arm initial encounter for closed fracture
S49009D,unspecified physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with routine healing
S49009G,unspecified physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with delayed healing
S49009K,unspecified physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with nonunion
S49009P,unspecified physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with malunion
S49009S,unspecified physeal fracture of upper end of humerus unspecified arm sequela
S49011A,salterharris type i physeal fracture of upper end of humerus right arm initial encounter for closed fracture
S49011D,salterharris type i physeal fracture of upper end of humerus right arm subsequent encounter for fracture with routine healing
S49011G,salterharris type i physeal fracture of upper end of humerus right arm subsequent encounter for fracture with delayed healing
S49011K,salterharris type i physeal fracture of upper end of humerus right arm subsequent encounter for fracture with nonunion
S49011P,salterharris type i physeal fracture of upper end of humerus right arm subsequent encounter for fracture with malunion
S49011S,salterharris type i physeal fracture of upper end of humerus right arm sequela
S49012A,salterharris type i physeal fracture of upper end of humerus left arm initial encounter for closed fracture
S49012D,salterharris type i physeal fracture of upper end of humerus left arm subsequent encounter for fracture with routine healing
S49012G,salterharris type i physeal fracture of upper end of humerus left arm subsequent encounter for fracture with delayed healing
S49012K,salterharris type i physeal fracture of upper end of humerus left arm subsequent encounter for fracture with nonunion
S49012P,salterharris type i physeal fracture of upper end of humerus left arm subsequent encounter for fracture with malunion
S49012S,salterharris type i physeal fracture of upper end of humerus left arm sequela
S49019A,salterharris type i physeal fracture of upper end of humerus unspecified arm initial encounter for closed fracture
S49019D,salterharris type i physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with routine healing
S49019G,salterharris type i physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with delayed healing
S49019K,salterharris type i physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with nonunion
S49019P,salterharris type i physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with malunion
S49019S,salterharris type i physeal fracture of upper end of humerus unspecified arm sequela
S49021A,salterharris type ii physeal fracture of upper end of humerus right arm initial encounter for closed fracture
S49021D,salterharris type ii physeal fracture of upper end of humerus right arm subsequent encounter for fracture with routine healing
S49021G,salterharris type ii physeal fracture of upper end of humerus right arm subsequent encounter for fracture with delayed healing
S49021K,salterharris type ii physeal fracture of upper end of humerus right arm subsequent encounter for fracture with nonunion
S49021P,salterharris type ii physeal fracture of upper end of humerus right arm subsequent encounter for fracture with malunion
S49021S,salterharris type ii physeal fracture of upper end of humerus right arm sequela
S49022A,salterharris type ii physeal fracture of upper end of humerus left arm initial encounter for closed fracture
S49022D,salterharris type ii physeal fracture of upper end of humerus left arm subsequent encounter for fracture with routine healing
S49022G,salterharris type ii physeal fracture of upper end of humerus left arm subsequent encounter for fracture with delayed healing
S49022K,salterharris type ii physeal fracture of upper end of humerus left arm subsequent encounter for fracture with nonunion
S49022P,salterharris type ii physeal fracture of upper end of humerus left arm subsequent encounter for fracture with malunion
S49022S,salterharris type ii physeal fracture of upper end of humerus left arm sequela
S49029A,salterharris type ii physeal fracture of upper end of humerus unspecified arm initial encounter for closed fracture
S49029D,salterharris type ii physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with routine healing
S49029G,salterharris type ii physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with delayed healing
S49029K,salterharris type ii physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with nonunion
S49029P,salterharris type ii physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with malunion
S49029S,salterharris type ii physeal fracture of upper end of humerus unspecified arm sequela
S49031A,salterharris type iii physeal fracture of upper end of humerus right arm initial encounter for closed fracture
S49031D,salterharris type iii physeal fracture of upper end of humerus right arm subsequent encounter for fracture with routine healing
S49031G,salterharris type iii physeal fracture of upper end of humerus right arm subsequent encounter for fracture with delayed healing
S49031K,salterharris type iii physeal fracture of upper end of humerus right arm subsequent encounter for fracture with nonunion
S49031P,salterharris type iii physeal fracture of upper end of humerus right arm subsequent encounter for fracture with malunion
S49031S,salterharris type iii physeal fracture of upper end of humerus right arm sequela
S49032A,salterharris type iii physeal fracture of upper end of humerus left arm initial encounter for closed fracture
S49032D,salterharris type iii physeal fracture of upper end of humerus left arm subsequent encounter for fracture with routine healing
S49032G,salterharris type iii physeal fracture of upper end of humerus left arm subsequent encounter for fracture with delayed healing
S49032K,salterharris type iii physeal fracture of upper end of humerus left arm subsequent encounter for fracture with nonunion
S49032P,salterharris type iii physeal fracture of upper end of humerus left arm subsequent encounter for fracture with malunion
S49032S,salterharris type iii physeal fracture of upper end of humerus left arm sequela
S49039A,salterharris type iii physeal fracture of upper end of humerus unspecified arm initial encounter for closed fracture
S49039D,salterharris type iii physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with routine healing
S49039G,salterharris type iii physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with delayed healing
S49039K,salterharris type iii physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with nonunion
S49039P,salterharris type iii physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with malunion
S49039S,salterharris type iii physeal fracture of upper end of humerus unspecified arm sequela
S49041A,salterharris type iv physeal fracture of upper end of humerus right arm initial encounter for closed fracture
S49041D,salterharris type iv physeal fracture of upper end of humerus right arm subsequent encounter for fracture with routine healing
S49041G,salterharris type iv physeal fracture of upper end of humerus right arm subsequent encounter for fracture with delayed healing
S49041K,salterharris type iv physeal fracture of upper end of humerus right arm subsequent encounter for fracture with nonunion
S49041P,salterharris type iv physeal fracture of upper end of humerus right arm subsequent encounter for fracture with malunion
S49041S,salterharris type iv physeal fracture of upper end of humerus right arm sequela
S49042A,salterharris type iv physeal fracture of upper end of humerus left arm initial encounter for closed fracture
S49042D,salterharris type iv physeal fracture of upper end of humerus left arm subsequent encounter for fracture with routine healing
S49042G,salterharris type iv physeal fracture of upper end of humerus left arm subsequent encounter for fracture with delayed healing
S49042K,salterharris type iv physeal fracture of upper end of humerus left arm subsequent encounter for fracture with nonunion
S49042P,salterharris type iv physeal fracture of upper end of humerus left arm subsequent encounter for fracture with malunion
S49042S,salterharris type iv physeal fracture of upper end of humerus left arm sequela
S49049A,salterharris type iv physeal fracture of upper end of humerus unspecified arm initial encounter for closed fracture
S49049D,salterharris type iv physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with routine healing
S49049G,salterharris type iv physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with delayed healing
S49049K,salterharris type iv physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with nonunion
S49049P,salterharris type iv physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with malunion
S49049S,salterharris type iv physeal fracture of upper end of humerus unspecified arm sequela
S49091A,other physeal fracture of upper end of humerus right arm initial encounter for closed fracture
S49091D,other physeal fracture of upper end of humerus right arm subsequent encounter for fracture with routine healing
S49091G,other physeal fracture of upper end of humerus right arm subsequent encounter for fracture with delayed healing
S49091K,other physeal fracture of upper end of humerus right arm subsequent encounter for fracture with nonunion
S49091P,other physeal fracture of upper end of humerus right arm subsequent encounter for fracture with malunion
S49091S,other physeal fracture of upper end of humerus right arm sequela
S49092A,other physeal fracture of upper end of humerus left arm initial encounter for closed fracture
S49092D,other physeal fracture of upper end of humerus left arm subsequent encounter for fracture with routine healing
S49092G,other physeal fracture of upper end of humerus left arm subsequent encounter for fracture with delayed healing
S49092K,other physeal fracture of upper end of humerus left arm subsequent encounter for fracture with nonunion
S49092P,other physeal fracture of upper end of humerus left arm subsequent encounter for fracture with malunion
S49092S,other physeal fracture of upper end of humerus left arm sequela
S49099A,other physeal fracture of upper end of humerus unspecified arm initial encounter for closed fracture
S49099D,other physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with routine healing
S49099G,other physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with delayed healing
S49099K,other physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with nonunion
S49099P,other physeal fracture of upper end of humerus unspecified arm subsequent encounter for fracture with malunion
S49099S,other physeal fracture of upper end of humerus unspecified arm sequela
S49101A,unspecified physeal fracture of lower end of humerus right arm initial encounter for closed fracture
S49101D,unspecified physeal fracture of lower end of humerus right arm subsequent encounter for fracture with routine healing
S49101G,unspecified physeal fracture of lower end of humerus right arm subsequent encounter for fracture with delayed healing
S49101K,unspecified physeal fracture of lower end of humerus right arm subsequent encounter for fracture with nonunion
S49101P,unspecified physeal fracture of lower end of humerus right arm subsequent encounter for fracture with malunion
S49101S,unspecified physeal fracture of lower end of humerus right arm sequela
S49102A,unspecified physeal fracture of lower end of humerus left arm initial encounter for closed fracture
S49102D,unspecified physeal fracture of lower end of humerus left arm subsequent encounter for fracture with routine healing
S49102G,unspecified physeal fracture of lower end of humerus left arm subsequent encounter for fracture with delayed healing
S49102K,unspecified physeal fracture of lower end of humerus left arm subsequent encounter for fracture with nonunion
S49102P,unspecified physeal fracture of lower end of humerus left arm subsequent encounter for fracture with malunion
S49102S,unspecified physeal fracture of lower end of humerus left arm sequela
S49109A,unspecified physeal fracture of lower end of humerus unspecified arm initial encounter for closed fracture
S49109D,unspecified physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with routine healing
S49109G,unspecified physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with delayed healing
S49109K,unspecified physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with nonunion
S49109P,unspecified physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with malunion
S49109S,unspecified physeal fracture of lower end of humerus unspecified arm sequela
S49111A,salterharris type i physeal fracture of lower end of humerus right arm initial encounter for closed fracture
S49111D,salterharris type i physeal fracture of lower end of humerus right arm subsequent encounter for fracture with routine healing
S49111G,salterharris type i physeal fracture of lower end of humerus right arm subsequent encounter for fracture with delayed healing
S49111K,salterharris type i physeal fracture of lower end of humerus right arm subsequent encounter for fracture with nonunion
S49111P,salterharris type i physeal fracture of lower end of humerus right arm subsequent encounter for fracture with malunion
S49111S,salterharris type i physeal fracture of lower end of humerus right arm sequela
S49112A,salterharris type i physeal fracture of lower end of humerus left arm initial encounter for closed fracture
S49112D,salterharris type i physeal fracture of lower end of humerus left arm subsequent encounter for fracture with routine healing
S49112G,salterharris type i physeal fracture of lower end of humerus left arm subsequent encounter for fracture with delayed healing
S49112K,salterharris type i physeal fracture of lower end of humerus left arm subsequent encounter for fracture with nonunion
S49112P,salterharris type i physeal fracture of lower end of humerus left arm subsequent encounter for fracture with malunion
S49112S,salterharris type i physeal fracture of lower end of humerus left arm sequela
S49119A,salterharris type i physeal fracture of lower end of humerus unspecified arm initial encounter for closed fracture
S49119D,salterharris type i physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with routine healing
S49119G,salterharris type i physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with delayed healing
S49119K,salterharris type i physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with nonunion
S49119P,salterharris type i physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with malunion
S49119S,salterharris type i physeal fracture of lower end of humerus unspecified arm sequela
S49121A,salterharris type ii physeal fracture of lower end of humerus right arm initial encounter for closed fracture
S49121D,salterharris type ii physeal fracture of lower end of humerus right arm subsequent encounter for fracture with routine healing
S49121G,salterharris type ii physeal fracture of lower end of humerus right arm subsequent encounter for fracture with delayed healing
S49121K,salterharris type ii physeal fracture of lower end of humerus right arm subsequent encounter for fracture with nonunion
S49121P,salterharris type ii physeal fracture of lower end of humerus right arm subsequent encounter for fracture with malunion
S49121S,salterharris type ii physeal fracture of lower end of humerus right arm sequela
S49122A,salterharris type ii physeal fracture of lower end of humerus left arm initial encounter for closed fracture
S49122D,salterharris type ii physeal fracture of lower end of humerus left arm subsequent encounter for fracture with routine healing
S49122G,salterharris type ii physeal fracture of lower end of humerus left arm subsequent encounter for fracture with delayed healing
S49122K,salterharris type ii physeal fracture of lower end of humerus left arm subsequent encounter for fracture with nonunion
S49122P,salterharris type ii physeal fracture of lower end of humerus left arm subsequent encounter for fracture with malunion
S49122S,salterharris type ii physeal fracture of lower end of humerus left arm sequela
S49129A,salterharris type ii physeal fracture of lower end of humerus unspecified arm initial encounter for closed fracture
S49129D,salterharris type ii physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with routine healing
S49129G,salterharris type ii physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with delayed healing
S49129K,salterharris type ii physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with nonunion
